OrderID,CustomerName,Gender,Email,Phone,Product,Category,SubCategory,Quantity,UnitPrice,Total revenue,TotalAmount,OrderDate,ShipDate,Region,PaymentMode,City,State
ORD102564,parker Kulkarni,Male,harper11@yahoo.com,9151529087,Orange Juice,Beverages,Juice,3,913.59,4567.95,2740.77,12-05-2023,07-09-2025,East,Online,Delhi,Delhi
ORD104668,Sasha Kapoor,Unknown,drew@gmail,+91 7835255682,Orange Juice,Beverages,Juice,3,552.41,1657.23,1657.23,25-12-2023,08-01-2025,South,Online,Ahmedabad,Gujarat
ORD101408,CHARLIE Sharma,Female,lee.@company.co,-6624846007,Cheese Fries,Food,Sides,4,714.61,4287.66,2858.44,09-11-2024,16-12-2024,North,Online,Kolkata,West Bengal 
ORD104656,ROBIN Chaudhary,Unknown,rowan.x@hotmail.com,8983729417 ext 628,Paneer Wrap,Food,Wrap,6,143.18,143.18,859.08,29-02-2024,05-01-2026,Centar,Online,Nagpur,Maharashtra 
ORD102870,JAMIE Iyer,Non-Binary,cameron.@outlook.com,-6137461135,Orange Juice,Beverages,Juice,5,697.94,2093.82,3489.7,24-03-2027,06-10-2024,West,Online,Jaipur ,Rajasthan
ORD100802,Angel joshi,Male,Not Found,6184674659,Veg Burger,Food,Burger,3,357.09,714.18,1071.27,13-03-2025,06-07-2024,South,Cash,Mumbai,Maharashtra
ORD104673,Cameron  Nair,Male,parker.12@gmail.com,Not Found,Paneer Wrap ,Food,Wrap,5,419.67,2518.02,2098.35,10-08-2022,27-03-2025,North,Online,Ahmedabad,Gujarat
ORD104740,AVERY Bose,Female,rowan.x@mailinator.com,9922055729,Coke 500Ml,Beverages,Soft Drink,5,310.3,930.9,1551.5,30-12-2024,28-04-2025,West,Online,Bengaluru,Karnataka 
ORD101977,robin Nath,Non-Binary,jesse.x@gmail.com,6530207760,Espresso ,Beverages,Coffee,6,723.3,3616.5,4339.8,28-05-2024,20-01-2026,North,Cash,Bengaluru,Karnataka
ORD101498,Avery  Chaudhary,Female,jesse@yahoo.com,9471494621 ext 773,Garlic Bread,Food,Sides,6,386.24,386.24,2317.44,26-02-2022,21-09-2023,Centar,Online,Ahmedabad,Gujarat
ORD104341,Skyler Patel,Male,alex.x@example.com,7570469406,Chicken Burger,Food,Burger,1,254.66,1018.64,254.66,18-07-2025,30-07-2024,Centar,Online,Pune,Maharashtra
ORD103353,Jordan khan,Female,cameron.12@mailinator.com,+91 7133639636,Mango Smoothie,Beverages,Smoothie,5,331.13,1324.52,1655.65,24-08-2026,24-08-2024,East,Cash,Pune,Maharashtra
ORD103215,HARPER Kapoor,Male,rowangmail.com,85203,Veg Burger,Food,Burger,4,863,2589,3452,16-12-2024,27-05-2023,West,Cash,Nagpur,Maharashtra
ORD102665,drew Sharma,Female,angel.@example.com,+91 6122029639,Veg Burger,Food,Burger,3,313.33,1879.98,939.99,25-03-2024,11-09-2025,North,Cash,Jaipur ,Rajasthan
ORD103382,Lee rao,Female,harper.@gmail.com,8183759802 ext 221,Coke 500Ml ,Beverages,Soft Drink,4,152.29,913.74,609.16,06-04-2024,13-12-2022,South,Cash,Kolkata ,West Bengal
ORD102974,Rowan Dutta Jr,Male,lee.12@example.com,(700) 3700115,Cheese Fries,Food,Sides,6,1051.52,3154.56,6309.12,22-10-2026,22-05-2026,South,Online,Kolkata,West Bengal
ORD102283,Cameron Joshi,Female,cameron.@yahoo.com,7150333412,Butter Naan,Food,Bread,3,799.03,3196.12,2397.09,08-11-2025,24-10-2023,North,Online,Nagpur ,Maharashtra
ORD100631,taylor Nath,Male,lee.x@yahoo.com,-8433651753,Garlic Bread,Food,Sides,1,271.42,814.26,271.42,02-09-2022,09-07-2277,North,Cash,Hyderabad,Telangana
ORD102464,PARKER Sharma,Male,taylor.@outlook.com,6185164935 ext 979,Paneer Wrap,Food,Wrap,4,615.85,1847.55,2463.4,06-06-2025,null,Centar,Online,Mumbai,Maharashtra 
ORD103209,Rowan Iyer,Non-Binary,rowan.@company.co,-5789904652,Margherita Pizza,Food,Pizza,4,1074.2,6445.2,4296.8,14-03-2025,null,West,Online,Pune,Maharashtra
ORD103847,Jesse Desai,Female,charlie@hotmail.com,Not Found,Espresso,Beverages,Coffee,5,418.39,1255.17,2091.95,04-03-2027,28-06-2025,North,Online,Pune,Maharashtra
ORD101481,JESSE Sharma,Male,jordan.12@gmail.com,-3783750066,Butter Naan,Food,Bread,4,1025,5125,4100,27-06-2025,18-10-2024,East,Card,Ahmedabad,Gujarat 
ORD104822,Alex Shah,Non-Binary,quinn.12@example.com,-6433417082,Orange Juice,Beverages,Juice,4,374.41,1497.64,1497.64,09-02-2023,14-04-2024,North,Cash,Mumba1,Maharashtra
ORD101111,Cameron rao,Female,lee82@yahoo.com,6400886669 ext 701,Cheese Fries,Food,Sides,1,121.89,121.89,121.89,27-01-2024,01-05-2023,North,Online,Hyderabad ,Telangana
,,Male,avery28@yahoo.com,+91 9191449229,Latte ,Beverages,Coffee,5,1095.53,1095.53,5477.65, null,17-02-2023,North,Online,Lucknow,Uttar Pradesh
ORD102689,Rowan Iyer Jr,Male,devin.@hotmail.com,+91 6284394229,Margherita Pizza,Food,Pizza,2,1118.34,4473.36,2236.68,21-11-2025,03-06-2024,Centar,Online,Jaipur,Rajasthan
ORD101602,ANGEL Patel,Female,jesse73@hotmail.com,Not Found,Butter Naan,Food,Bread,5,103.23,309.69,516.15,13-10-2022,17-12-2025,West,Online,Nagpur,Maharashtra
ORD102786,Harper bose,Female,quinn.x@outlook.com,7817007120 ext 368,Cheese Fries,Food,Sides,3,313.37,313.37,940.11, null,null,Centar,Cash,Kolkata ,West Bengal
ORD102364,Lee Patel,Unknown,jordan.12@gmail.com,95150,Mango Smoothie,Beverages,Smoothie,6,548.91,548.91,3293.46,14-02-2026,14-12-2024,West,Online,Jaipur,Rajasthan 
ORD103338,CAMERON Dutta,Female,skyler.12@mailinator.com,8738324055,Butter Naan,Food,Bread,1,451.72,2258.6,451.72,19-01-2025,16-10-2023,North,Online,Nagpur,Maharashtra
ORD101763,Lee patel,Female,jordan.@mailinator.com,-7138052203,Pepperoni Pizza,Food,Pizza,3,457.7,457.7,1373.1,23-12-2022,08-03-2026,West,Online,Kolkata,West Bengal 
ORD101108,taylor Agarwal,Female,riley.12@yahoo.com,+91 6525450286,Coke 500Ml,Beverages,Soft Drink,2,864.89,4324.45,1729.78,04-10-2023,12-12-2024,South,Online,Pune,Maharashtra
ORD103638,Rowan Agarwal Jr,Unknown,sasha.@yahoo.com,-7875429141,Espresso,Beverages,Coffee,6,804.39,1608.78,4826.34,02-12-2025,17-07-2023,East,Card,Kolkata ,West Bengal
ORD102890,charlie Dutta,Female,riley.@example.com,92694,Mango Smoothie,Beverages,Smoothie,3,321.16,1605.8,963.48,19-12-2024,01-09-2277,West,Online,Hyderabad,Telangana
,,Female,casey.x@outlook.com,(779) 2963649,Tandoori Chicken,Food,Main,5,1191.99,7151.94,5959.95,12-09-2023,25-10-2025,West,Cash,Delhi ,Delhi
ORD102728,Jordan Iyer,Non-Binary,cameron2@company.co,(696) 7539827,Espresso,Beverages,Coffee,1,386.24,1544.96,386.24,03-07-2024,26-12-2024,Centar,Card,Kolkata ,West Bengal
ORD101660,Quinn  Kulkarni,Male,morgan72@gmail.com,6404639899,Cheese Fries,Food,Sides,4,388,776,1552,21-02-2024,22-07-2025,South,Cash,Jaipur,Rajasthan
ORD100756,lee Khan,Unknown,avery.12@example.com,(765) 5763095,Veg Burger,Food,Burger,4,596.27,3577.62,2385.08,17-05-2024,23-03-2026,South,Online,Bengaluru,Karnataka
ORD101409,AVERY Desai,Male,cameron.x@mailinator.com,8571261132,Margherita Pizza,Food,Pizza,3,1141.53,4566.12,3424.59,29-11-2025,23-09-2027,West,Cash,Kolkata,West Bengal
ORD104998,Devin  Mehta,Unknown,charlie.@mailinator.com,75583,Tandoori Chicken,Food,Main,6,1010.54,5052.7,6063.24,26-02-2024,11-10-2181,Centar,Online,Hyderabad,Telangana
ORD101580,JESSE Nair,Female,cameron.x@yahoo.com,-7191366720,Mango Smoothie ,Beverages,Smoothie,6,737.61,4425.66,4425.66,07-01-2026,06-06-2025,North,Cash,Chennai ,Tamil Nadu
ORD103757,Quinn bose Jr,Female,rowan.@mailinator.com,-2156130944,Tandoori Chicken,Food,Main,3,1167.98,7007.88,3503.94, null,26-06-2024,West,Online,Delhi,Delhi
ORD100178,jordan Kapoor,Non-Binary,parker.x@example.com,9107033784,Chicken Burger,Food,Burger,4,943.1,943.1,3772.4,25-02-2026,15-01-2026,East,Online,Ahmedabad,Gujarat
ORD102697,SKYLER Rao,Male,devin15@mailinator.com,7020410543,Butter Naan,Food,Bread,3,110.79,553.95,332.37,16-01-2026,11-11-2026,South,Cash,Ja1Pur,Rajasthan
ORD103268,Jordan  Nair,Male,charlie.12@example.com,8173380498,Margherita Pizza,Food,Pizza,3,1140.62,6843.72,3421.86,28-04-2025,07-06-2023,East,Cash,Delhi,Delhi
ORD105006,riley Mehta,Non-Binary,caseygmail.com,7512087044 ext 552,Veg Burger,Food,Burger,6,1192.6,3577.8,7155.6,11-09-2023,06-04-2024,East,Card,Kolkata ,West Bengal
ORD102215,Sasha Sharma,Unknown,devingmailcom,7284808302,Espresso,Beverages,Coffee,3,456.44,456.44,1369.32,04-08-2024,22-09-2025,East,Cash,Chennai ,Tamil Nadu 
ORD104868,Riley  Desai,Female,morgan.12@company.co,6382512287,Espresso ,Beverages,Coffee,5,596.47,3578.82,2982.35,01-10-2022,10-08-2276,East,Online,Kolkata,West Bengal
ORD103450,Casey  Agarwal,Male,sam@yahoo.com,8604114475,Espresso,Beverages,Coffee,4,537.44,2687.2,2149.76,18-07-2025,null,South,Cash,Pune,Maharashtra 
ORD102960,Cameron Dutta,Male,jesse@mailinator.com,8892107622 ext 135,Coke 500Ml,Beverages,Soft Drink,1,1165.28,3495.84,1165.28,19-01-2025,27-08-2025,South,Online,Ja1Pur,Rajasthan 
ORD102987,Morgan  Gupta,Non-Binary,jamie.12@company.co,-6956095969,Pepperoni Pizza,Food,Pizza,1,121.63,729.78,121.63, null,28-12-2023,East,Online,Kolkata,West Bengal
ORD104137,avery Verma,Unknown,morgan@gmail,92879,Mango Smoothie ,Beverages,Smoothie,4,340.08,2040.48,1360.32,16-02-2024,06-01-2026,North,Online,Nagpur ,Maharashtra 
ORD101210,Cameron kapoor,Male,casey@example.com,7933455049,Mango Smoothie,Beverages,Smoothie,3,607.18,1214.36,1821.54,22-01-2024,17-09-2023,South,Cash,Lucknow,Uttar Pradesh 
ORD100778,Charlie singh,Female,jamie@gmail,7885716937,Espresso,Beverages,Coffee,1,1055.23,6331.38,1055.23,11-01-2024,20-04-2022,East,Cash,Mumbai,Maharashtra
ORD101124,Cameron  Singh,Male,kai.12@yahoo.com,+91 9886218378,Margherita Pizza ,Food,Pizza,1,48.46,145.38,48.46,25-03-2025,31-01-2024,Centar,Online,Kolkata,West Bengal 
,,Male,morgan.x@mailinator.com,-8078804567,Butter Naan,Food,Bread,5,673.92,3369.6,3369.6,08-08-2026,null,Centar,Online,Ahmedabad,Gujarat
ORD100338,Rowan  Nair,Female,rowan.12@yahoo.com,Not Found,Chicken Burger,Food,Burger,1,687.64,3438.2,687.64,22-08-2025,09-05-2023,West,Online,Jaipur,Rajasthan 
ORD102533,Parker  Sharma,Male,skyler.@company.co,82635,Chicken Burger,Food,Burger,5,603.19,2412.76,3015.95,23-04-2024,18-03-2022,West,Online,Mumbai ,Maharashtra 
ORD100763,DEVIN Khan,Male,parkergmailcom,69982,Garlic Bread,Food,Sides,2,513.18,2052.72,1026.36,03-07-2025,26-02-2025,East,Online,Hyderabad,Telangana
ORD101349,Charlie  Dutta,Male,angel.x@company.co,8512745242,Coke 500Ml,Beverages,Soft Drink,5,713.46,713.46,3567.3,08-01-2026,28-05-2022,North,Cash,Delhi ,Delhi
ORD101219,Casey  Rao,Female,jordan@mailinator.com,+91 6740718151,Garlic Bread,Food,Sides,6,795.78,3183.12,4774.68,08-04-2024,03-02-2023,West,Online,Jaipur,Rajasthan
ORD101860,devin Desai,Female,kai.x@example.com,-6095841989,Espresso,Beverages,Coffee,4,804.09,2412.27,3216.36,10-05-2025,05-09-2270,North,Online,Ja1Pur,Rajasthan
ORD102796,Morgan Kapoor Jr,Unknown,charlie@.com,+91 8492534959,Pepperoni Pizza ,Food,Pizza,2,274.83,1374.15,549.66, null,29-11-2025,Centar,Online,Chennai,Tamil Nadu
ORD100062,sam Verma,Female,riley13@yahoo.com,9285980073 ext 577,Chocolate Cake,Desert,Cake,6,818.88,818.88,4913.28,05-10-2022,28-02-2026,East,UPI,Nagpur,Maharashtra
ORD101843,Jesse shah,Unknown,taylor.x@example.com,-6481685433,Latte,Beverages,Coffee,4,720.41,4322.46,2881.64,18-02-2026,09-04-2023,East,Cash,Chennai ,Tamil Nadu
ORD103415,Jamie shah,Non-Binary,riley37@gmail.com,9709344978,Chicken Burger,Food,Burger,5,580.74,580.74,2903.7,20-06-2025,22-01-2026,West,Cash,Hyderabad,Telangana
ORD101562,MORGAN Khan,Male,jordan.12@company.co,+91 8559081096,Margherita Pizza,Food,Pizza,6,1071.53,5357.65,6429.18,15-08-2025,null,West,Cash,Mumbai,Maharashtra 
ORD103185,Casey Agarwal,Female,sam.@gmail.com,7175074733,Mango Smoothie ,Beverages,Smoothie,6,285.14,1710.84,1710.84,01-08-2023,null,West,Cash,Delhi,Delhi
ORD103913,Jamie Nath,Female,taylor.12@yahoo.com,+91 9242295054,Garlic Bread,Food,Sides,1,798.82,798.82,798.82,03-01-2024,18-12-2025,East,Online,Kolkata,West Bengal 
ORD101241,Kai Khan,Female,rowan.x@outlook.com,-3613908475,Coke 500Ml,Beverages,Soft Drink,5,1093.12,4372.48,5465.6,14-01-2023,22-09-2022,Centar,Online,Hyderabad,Telangana
ORD104867,Morgan mehta,Non-Binary,Not Found,Not Found,Orange Juice,Beverages,Juice,6,823.54,4117.7,4941.24,02-08-2027,null,Centar,Online,Hyderabad,Telangana
ORD100672,rowan Patel,Female,parker.x@hotmail.com,-6846473526,Margherita Pizza,Food,Pizza,3,604.99,3024.95,1814.97, null,03-10-2023,North,Cash,Jaipur ,Rajasthan
ORD103381,Skyler  Kapoor,Female,quinn.x@example.com,+91 6619435071,Coke 500Ml ,Beverages,Soft Drink,1,607.6,1822.8,607.6,02-03-2025,21-11-2026,East,Cash,Nagpur,Maharashtra
ORD104599,Parker  Mehta,Non-Binary,jamiegmail.com,73476,Espresso ,Beverages,Coffee,6,678.25,2034.75,4069.5, null,27-07-2025,Centar,Online,Bengaluru ,Karnataka
ORD104876,Angel  Bose Jr,Unknown,jesse.@yahoo.com,72522,Chocolate Cake,Desert,Cake,5,276.99,553.98,1384.95,04-05-2025,25-12-2024,South,Online,Delh1,Delhi
ORD100890,Jordan  Singh,Non-Binary,morgan.@yahoo.com,-5757968509,Veg Burger,Food,Burger,3,152.04,456.12,456.12,09-04-2023,04-12-2024,North,Online,Mumbai,Maharashtra
ORD104800,Kai Chaudhary,Female,harper.12@company.co,83080,Veg Burger,Food,Burger,6,1013.32,2026.64,6079.92,13-04-2027,29-05-2022,North,Card,Ahmedabad ,Gujarat 
ORD101802,CHARLIE Desai,Female,parker.12@company.co,Not Found,Chocolate Cake ,Desert,Cake,6,1153.17,6919.02,6919.02,18-11-2022,29-06-2026,East,UPI,Mumba1,Maharashtra
ORD100583,Riley Agarwal,Non-Binary,harper.12@yahoo.com,-3267087256,Cheese Fries,Food,Sides,2,391.52,1566.08,783.04,06-04-2025,06-06-2192,North,Online,Mumba1,Maharashtra
ORD103294,Taylor nath,Non-Binary,lee.@example.com,-8838645920,Orange Juice,Beverages,Juice,6,893.45,3573.8,5360.7,03-03-2025,19-06-2026,North,Online,Delhi ,Delhi 
ORD101576,Riley Kapoor,Male,devin.12@yahoo.com,92228,Espresso,Beverages,Coffee,3,454.36,1817.44,1363.08,19-09-2025,23-07-2025,South,Cash,Chenna1,Tamil Nadu
ORD103398,jordan Agarwal,Female,lee.x@hotmail.com,9930249403,Butter Naan ,Food,Bread,5,991.79,991.79,4958.95,12-07-2025,21-09-2025,West,Cash,Nagpur,Maharashtra
ORD101371,sam Nath,Male,kris.@hotmail.com,65238,Veg Burger,Food,Burger,5,839.61,2518.83,4198.05,25-07-2026,26-12-2022,North,Cash,Lucknow,Uttar Pradesh
ORD101567,Taylor chaudhary,Female,alex.x@outlook.com,+91 7155803806,Butter Naan,Food,Bread,4,665.07,3990.42,2660.28,22-09-2026,12-08-2023,Centar,Cash,Delh1,Delhi
ORD101790,Rowan nath,Female,harper.@mailinator.com,-1329011114,Veg Burger,Food,Burger,4,582.08,1746.24,2328.32,08-05-2024,13-08-2025,East,Online,Ahmedabad,Gujarat 
ORD102766,Taylor Khan,Male,jamie.@hotmail.com,+91 7242676804,Espresso,Beverages,Coffee,1,517.45,2587.25,517.45,10-11-2025,20-09-2024,North,Cash,Lucknow ,Uttar Pradesh 
ORD100691,PARKER Singh,Male,quinn.@mailinator.com,-6859140734,Chocolate Cake ,Desert,Cake,4,112.58,112.58,450.32,22-09-2025,22-08-2025,West,Online,Chennai,Tamil Nadu 
ORD104425,QUINN Khan,Male,jesse.12@gmail.com,8329228760 ext 16,Butter Naan,Food,Bread,3,769.16,4614.96,2307.48,02-05-2024,11-07-2181,Centar,UPI,Kolkata ,West Bengal
ORD104203,Jamie  Sharma,Female,morgan@.com,6075234056,Latte ,Beverages,Coffee,5,606.32,2425.28,3031.6,19-07-2022,02-02-2023,North,UPI,Ja1Pur,Rajasthan
ORD101573,jesse Desai,Unknown,drew.12@gmail.com,7791343914 ext 344,Chicken Burger ,Food,Burger,1,804.46,1608.92,804.46,29-03-2023,10-08-2189,South,Cash,Bengaluru,Karnataka 
ORD100408,MORGAN Nath,Female,quinn.@company.co,(856) 9762344,Tandoori Chicken,Food,Main,6,117.95,707.7,707.7,17-04-2022,09-10-2022,North,Cash,Chennai ,Tamil Nadu
ORD100095,HARPER Gupta,Female,taylor@.com,9053193185 ext 357,Chicken Burger ,Food,Burger,1,396.73,1190.19,396.73,31-01-2023,21-11-2023,South,Cash,Hyderabad ,Telangana
ORD102306,Parker kapoor,Female,jordangmailcom,89140,Paneer Wrap,Food,Wrap,5,843.01,3372.04,4215.05,06-07-2026,02-08-2193,North,Online,Lucknow,Uttar Pradesh
ORD104204,Harper  Nair,Female,Not Found,(844) 8647043,Coke 500Ml,Beverages,Soft Drink,6,906.16,906.16,5436.96,30-07-2023,07-10-2025,South,Online,Bengaluru,Karnataka
ORD102785,Lee Singh,Male,kai@hotmail.com,9628718181,Margherita Pizza,Food,Pizza,1,1115.35,2230.7,1115.35,09-08-2026,10-07-2194,Centar,Card,Jaipur,Rajasthan 
ORD103934,devin Dutta,Female,quinn.12@outlook.com,-1726574709,Veg Burger,Food,Burger,4,280.59,561.18,1122.36,18-12-2022,20-01-2027,South,Online,Nagpur ,Maharashtra
ORD102077,Lee Sharma,Male,charlie.x@hotmail.com,7479686856,Butter Naan,Food,Bread,5,336.21,1344.84,1681.05,08-12-2023,23-11-2024,North,Online,Mumbai,Maharashtra
ORD101478,Kris  Gupta,Female,rowan.@company.co,+91 6725430353,Paneer Wrap,Food,Wrap,5,1040.26,1040.26,5201.3,22-07-2024,29-11-2023,North,Cash,Chennai,Tamil Nadu
ORD102261,Alex shah,Female,jesse73@example.com,6721791871,Chicken Burger,Food,Burger,3,612.16,1224.32,1836.48,04-08-2025,13-03-2024,West,Online,Jaipur,Rajasthan
ORD100456,HARPER Mehta,Female,angel73@yahoo.com,-9061536742,Latte,Beverages,Coffee,3,1173.46,5867.3,3520.38,12-12-2022,07-06-2026,North,Online,Mumbai,Maharashtra
ORD100084,Jamie  Patel,Non-Binary,leegmail.com,Not Found,Chicken Burger,Food,Burger,2,174.94,1049.64,349.88,19-11-2024,10-11-2026,South,Online,Hyderabad ,Telangana
ORD103852,quinn Kulkarni,Male,angel@hotmail.com,+91 6855731891,Espresso ,Beverages,Coffee,3,1055.81,3167.43,3167.43,01-07-2023,null,South,Online,Ahmedabad,Gujarat
ORD104082,Jesse  Mehta,Male,riley.12@example.com,7270285552 ext 766,Veg Burger,Food,Burger,2,1093.17,6559.02,2186.34,20-12-2026,null,Centar,Online,Pune,Maharashtra
ORD102610,morgan Rao,Female,cameron.x@hotmail.com,7602704659,Latte,Beverages,Coffee,6,600.74,2402.96,3604.44,31-05-2024,08-09-2025,West,Online,Jaipur,Rajasthan
ORD101323,Drew  Nair,Female,casey.@company.co,(740) 2643180,Veg Burger,Food,Burger,4,385.13,770.26,1540.52,18-10-2024,24-12-2023,North,Online,Delhi,Delhi
ORD104611,QUINN Verma,Unknown,kris86@mailinator.com,97635,Margherita Pizza,Food,Pizza,4,418,418,1672,29-12-2022,17-11-2026,South,Card,Mumbai,Maharashtra 
ORD104275,Taylor  Desai,Female,morgan.@example.com,8022887749,Espresso,Beverages,Coffee,4,570.98,3425.88,2283.92,21-02-2026,30-03-2023,North,UPI,Chennai,Tamil Nadu
ORD101381,Jordan shah,Female,skyler.@yahoo.com,(796) 5218438,Mango Smoothie,Beverages,Smoothie,1,329.69,1978.14,329.69,01-10-2024,21-02-2025,West,Online,Nagpur,Maharashtra
ORD101965,Charlie Chaudhary,Female,robin19@yahoo.com,Not Found,Butter Naan,Food,Bread,3,96.02,288.06,288.06,09-09-2022,05-05-2024,North,Cash,Delh1,Delhi
ORD103520,KAI Desai,Male,lee.12@outlook.com,61503,Butter Naan,Food,Bread,6,943.27,5659.62,5659.62,03-09-2023,03-11-2191,North,Online,Mumbai ,Maharashtra
ORD103000,Quinn Shah Jr,Non-Binary,taylor.x@outlook.com,-5223195646,Chocolate Cake,Desert,Cake,3,232.97,1164.85,698.91,04-12-2022,null,Centar,Cash,Hyderabad,Telangana
ORD102782,charlie Mehta,Female,jesse.12@mailinator.com,-6600066438,Coke 500Ml,Beverages,Soft Drink,5,601.69,1805.07,3008.45,03-01-2026,16-11-2023,North,Online,Chennai ,Tamil Nadu 
ORD102600,Rowan singh,Non-Binary,alex.@company.co,+91 6875485620,Paneer Wrap ,Food,Wrap,1,115.74,694.44,115.74,20-09-2023,10-10-2182,North,Cash,Delhi ,Delhi
ORD103691,Jesse  Desai,Female,rowan.@mailinator.com,9828473050,Margherita Pizza ,Food,Pizza,6,149.87,299.74,899.22,02-01-2025,01-10-2025,North,Online,Ahmedabad,Gujarat 
ORD102453,Angel  Desai,Female,jesse.x@mailinator.com,76610,Margherita Pizza,Food,Pizza,4,118.87,356.61,475.48,05-12-2023,23-10-2025,West,Online,Chennai,Tamil Nadu
ORD103298,Lee  Desai,Unknown,lee.@mailinator.com,8665206217,Garlic Bread ,Food,Sides,2,327.23,1963.38,654.46, null,02-02-2025,Centar,Cash,Nagpur,Maharashtra 
ORD101672,ANGEL Verma,Male,jesse93@gmail.com,9916157293,Tandoori Chicken,Food,Main,6,790.83,790.83,4744.98,12-06-2023,05-03-2026,South,Online,Pune,Maharashtra
ORD102927,Riley Iyer,Female,harper.x@outlook.com,-7644230099,Veg Burger,Food,Burger,3,131.19,655.95,393.57,05-04-2027,11-05-2024,South,Cash,Lucknow,Uttar Pradesh
ORD101752,Cameron nath,Non-Binary,harper22@hotmail.com,9390919432 ext 587,Veg Burger,Food,Burger,4,720.44,720.44,2881.76,16-07-2025,17-07-2025,West,Card,Ahmedabad ,Gujarat
ORD101357,Casey Desai,Non-Binary,devin.@hotmail.com,Not Found,Butter Naan ,Food,Bread,1,1011.05,101105,1011.05, null,02-09-2026,South,Online,Lucknow,Uttar Pradesh
ORD104581,kris Kulkarni,Female,morgan@gmail,-9683068980,Espresso,Beverages,Coffee,2,713.84,3569.2,1427.68,09-05-2026,03-01-2024,South,Online,Pune,Maharashtra
ORD100185,MORGAN Singh,Female,taylor.x@outlook.com,+91 6105222051,Tandoori Chicken ,Food,Main,2,586.16,586.16,1172.32,23-03-2027,17-09-2024,North,Online,Ahmedabad,Gujarat 
ORD104269,Skyler khan,Unknown,Not Found,(765) 9256606,Pepperoni Pizza ,Food,Pizza,4,352.54,352.54,1410.16,17-11-2024,26-01-2026,Centar,Online,Chennai ,Tamil Nadu 
ORD102077,Robin  Agarwal,Unknown,parker.x@yahoo.com,9898744234 ext 183,Coke 500Ml,Beverages,Soft Drink,1,244.34,488.68,244.34,03-03-2024,14-09-2024,East,Cash,Lucknow,Uttar Pradesh
ORD100701,Lee chaudhary,Unknown,parker@outlook.com,(600) 4272730,Butter Naan,Food,Bread,2,403.02,2418.12,806.04,05-02-2025,09-12-2023,Centar,Cash,Delhi ,Delhi
ORD100481,taylor Verma,Female,taylor.@example.com,-7318253020,Latte,Beverages,Coffee,5,882.87,4414.35,4414.35,19-06-2026,07-11-2023,Centar,Online,Hyderabad ,Telangana
ORD100979,jesse Kapoor,Female,morgan.12@gmail.com,8287981154,Pepperoni Pizza,Food,Pizza,6,1013.05,2026.1,6078.3,08-10-2024,22-03-2024,North,Cash,Pune,Maharashtra
ORD100432,Alex nair,Male,morgan73@example.com,6851892972,Mango Smoothie,Beverages,Smoothie,3,1192.74,4770.96,3578.22,08-04-2025,18-01-2025,Centar,Cash,Mumbai ,Maharashtra
ORD100728,ROWAN Nair,Female,cameron@company.co,6733277752,Mango Smoothie,Beverages,Smoothie,6,519.8,2079.2,3118.8,21-05-2022,07-06-2026,Centar,Card,Bengaluru,Karnataka
ORD101569,jesse Shah,Female,jesse.x@gmail.com,-5814938352,Paneer Wrap,Food,Wrap,4,261.89,785.67,1047.56,12-06-2026,14-05-2025,Centar,Online,Chennai,Tamil Nadu
ORD103077,Lee Nair,Female,parker.12@yahoo.com,-6934734810,Chocolate Cake,Desert,Cake,2,54.31,54.31,108.62,17-10-2025,25-08-2025,North,Cash,Nagpur,Maharashtra
ORD103928,Jesse  Dutta,Female,lee.12@company.co,6808972471,Butter Naan,Food,Bread,1,848.62,2545.86,848.62,21-08-2023,25-02-2024,West,Online,Pune,Maharashtra
ORD103782,HARPER Gupta,Unknown,taylor.12@yahoo.com,8984392894,Garlic Bread,Food,Sides,6,1066.27,2132.54,6397.62,03-04-2024,08-07-2026,East,Online,Pune,Maharashtra
ORD103901,harper Kapoor,Female,quinn.@mailinator.com,9340144287 ext 657,Cheese Fries,Food,Sides,6,572.89,2291.56,3437.34,15-01-2027,27-08-2025,North,Online,Hyderabad ,Telangana
ORD101915,DEVIN Bose,Female,angelgmailcom,6744467080,Veg Burger,Food,Burger,3,714.44,1428.88,2143.32,22-09-2025,04-02-2027,South,Online,Kolkata,West Bengal
ORD100365,Morgan kapoor,Unknown,jesse.com,8492664506 ext 855,Orange Juice,Beverages,Juice,6,817.31,2451.93,4903.86,10-12-2022,06-12-2023,East,Online,Bengaluru,Karnataka 
ORD101219,Taylor nath Jr,Non-Binary,krisgmailcom,6265886369,Orange Juice,Beverages,Juice,5,278.76,278.76,1393.8,20-09-2023,09-10-2195,North,Cash,Pune,Maharashtra
ORD104043,JESSE Kapoor,Non-Binary,charlie@company.co,+91 8134358239,Paneer Wrap,Food,Wrap,3,163.55,817.75,490.65,24-12-2025,12-06-2270,Centar,UPI,Delhi ,Delhi
ORD102729,PARKER Nath,Non-Binary,alex.x@example.com,6664567991 ext 646,Pepperoni Pizza,Food,Pizza,6,846.83,3387.32,5080.98,24-08-2023,17-04-2027,Centar,Online,Ahmedabad,Gujarat
ORD104001,parker Dutta,Female,kai.x@yahoo.com,7081613037 ext 548,Garlic Bread,Food,Sides,2,427.15,2562.9,854.3,16-01-2026,13-12-2026,East,Online,Bengaluru,Karnataka
